review_id,product_id,user_id,rating,comment
619,205,510,5,Very fast shipping and great quality.
620,427,677,1,"Extremely poor quality, broke immediately."
621,120,611,4,"Item arrived on time, works fine."
622,445,692,5,Very satisfied with this purchase.
623,467,806,5,Top notch quality and excellent customer service.
624,143,41,4,"Quite happy with it, though shipping took a bit longer."
625,419,154,4,"Satisfied with the purchase, is as described."
626,349,301,5,"Exceeded my expectations, works flawlessly."
627,109,844,5,"Perfect, exactly as described."
628,108,580,5,"Exceeded my expectations, works flawlessly."
629,281,515,5,"Perfect, exactly as described."
630,95,270,5,Very fast shipping and great quality.
631,475,337,5,The quality is amazing for the price.
632,456,419,5,The quality is amazing for the price.
633,363,758,5,"Perfect, exactly as described."
634,315,601,5,Very fast shipping and great quality.
635,124,220,3,"Not bad, but not great either. Just average."
636,225,967,5,"Perfect, exactly as described."
637,321,567,5,Very fast shipping and great quality.
638,121,960,2,"Poor quality, would not recommend."
639,410,384,3,"Fair quality, could be improved."
640,104,839,2,"Disappointed with the quality, very flimsy."
641,441,775,5,"Great value for money, absolutely love it!"
642,146,458,3,"Not bad, but not great either. Just average."
643,230,142,2,"Disappointed, not as expected."
644,261,785,3,"Just normal, nothing special."
645,281,136,5,Very fast shipping and great quality.
646,477,521,5,Top notch quality and excellent customer service.
647,158,846,4,"Quite happy with it, though shipping took a bit longer."
648,21,920,5,Top notch quality and excellent customer service.
649,476,852,5,"Awesome, will buy again."
650,355,17,5,Super fast delivery and superb product.
651,308,856,5,"Perfect, exactly as described."
652,167,976,4,"Quite happy with it, though shipping took a bit longer."
653,187,522,5,Top notch quality and excellent customer service.
654,405,161,5,Super fast delivery and superb product.
655,452,769,4,"Satisfied with the purchase, is as described."
656,117,917,5,Super fast delivery and superb product.
657,71,6,5,Very satisfied with this purchase.
658,188,604,4,"Overall good, would recommend."
659,279,835,4,"Quite happy with it, though shipping took a bit longer."
660,376,483,5,"Great value for money, absolutely love it!"
661,363,907,5,"Exceeded my expectations, works flawlessly."
662,299,130,5,Excellent product! Highly recommended.
663,7,966,5,The quality is amazing for the price.
664,273,327,5,Top notch quality and excellent customer service.
665,110,512,5,"Exceeded my expectations, works flawlessly."
666,425,992,5,The quality is amazing for the price.
667,132,141,5,"Great value for money, absolutely love it!"
668,447,91,5,Super fast delivery and superb product.
669,335,500,4,"Overall good, would recommend."
670,300,951,5,"Awesome, will buy again."
671,96,982,4,"Pretty decent, does what it is supposed to."
672,276,328,5,"Perfect, exactly as described."
673,118,807,5,"Perfect, exactly as described."
674,355,865,5,Excellent product! Highly recommended.
675,123,905,3,"Fair quality, could be improved."
676,383,588,5,"Awesome, will buy again."
677,60,951,2,"Poor quality, would not recommend."
678,57,30,4,"Pretty decent, does what it is supposed to."
679,330,411,5,Very fast shipping and great quality.
680,248,219,5,"Awesome, will buy again."
681,364,635,3,"Average product, matches the price."
682,244,829,5,"Exceeded my expectations, works flawlessly."
683,314,120,5,The quality is amazing for the price.
684,493,642,4,"Very good, minor scratches on the outer box but item is intact."
685,409,959,5,"Awesome, will buy again."
686,253,536,4,"Good quality, minor issues with packaging."
687,490,867,5,"Perfect, exactly as described."
688,481,575,1,"Very unhappy, zero stars if I could."
689,67,147,3,Decent but could be better.
690,120,631,4,"Good quality, minor issues with packaging."
691,105,315,4,"Nice product, works well."
692,494,78,5,Very fast shipping and great quality.
693,421,650,5,"Awesome, will buy again."
694,120,61,5,"Perfect, exactly as described."
695,238,795,3,"Fair quality, could be improved."
696,439,661,5,"Perfect, exactly as described."
697,269,277,5,"Great value for money, absolutely love it!"
698,161,176,5,"Awesome, will buy again."
699,325,269,2,"Not worth the price, unfortunately."
700,285,584,4,"Overall good, would recommend."
701,266,537,5,"Exceeded my expectations, works flawlessly."
702,374,481,5,Super fast delivery and superb product.
703,39,388,5,"Great value for money, absolutely love it!"
704,488,840,4,"Overall good, would recommend."
705,168,515,4,"Item arrived on time, works fine."
706,259,365,5,Top notch quality and excellent customer service.
707,470,133,4,"Good quality, minor issues with packaging."
708,18,692,5,"Exceeded my expectations, works flawlessly."
709,322,14,3,"It is okay, shipping took too long."
710,56,300,5,The quality is amazing for the price.
711,296,90,4,"Item arrived on time, works fine."
712,271,890,1,Item was missing parts and broken.
713,42,862,4,"Satisfied with the purchase, is as described."
714,368,965,2,"Not worth the price, unfortunately."
715,248,234,5,"Great value for money, absolutely love it!"
716,207,767,4,"Item arrived on time, works fine."
717,262,173,3,"It is okay, shipping took too long."
718,425,891,5,"Awesome, will buy again."
719,366,943,4,"Well made product, very useful."
720,246,226,4,"Overall good, would recommend."
721,278,559,5,"Awesome, will buy again."
722,481,185,1,Worst purchase I have ever made.
723,259,381,2,"Disappointed with the quality, very flimsy."
724,187,737,5,Very satisfied with this purchase.
725,271,331,3,"Just normal, nothing special."
726,145,817,5,"Awesome, will buy again."
727,307,564,4,"Satisfied with the purchase, is as described."
728,148,786,3,"Works fine, but material feels a bit cheap."
729,430,113,3,"Works fine, but material feels a bit cheap."
730,370,340,3,Decent but could be better.
731,416,682,4,"Item arrived on time, works fine."
732,109,570,5,Excellent product! Highly recommended.
733,303,186,5,Very fast shipping and great quality.
734,470,371,3,"Fair quality, could be improved."
735,125,144,5,Super fast delivery and superb product.
736,247,515,5,"Awesome, will buy again."
737,41,856,4,"Item arrived on time, works fine."
738,105,138,5,Top notch quality and excellent customer service.
739,376,471,2,"Bad customer service, item had defects."
740,341,974,4,"Good quality, minor issues with packaging."
741,58,690,5,"Perfect, exactly as described."
742,302,445,5,"Perfect, exactly as described."
743,138,886,1,"Received damaged product, very upset."
744,311,289,5,"Perfect, exactly as described."
745,384,140,5,"Perfect, exactly as described."
746,415,355,3,Decent but could be better.
747,148,443,4,"Very good, minor scratches on the outer box but item is intact."
748,82,299,5,Top notch quality and excellent customer service.
749,39,473,2,Arrived late and didn't meet expectations.
750,245,367,5,Super fast delivery and superb product.
751,311,795,5,Excellent product! Highly recommended.
752,412,331,4,"Very good, minor scratches on the outer box but item is intact."
753,10,237,5,The quality is amazing for the price.
754,198,294,4,"Overall good, would recommend."
755,129,535,5,"Exceeded my expectations, works flawlessly."
756,41,783,5,"Awesome, will buy again."
757,441,915,5,"Awesome, will buy again."
758,377,572,5,Very satisfied with this purchase.
759,407,565,5,"Great value for money, absolutely love it!"
760,83,217,5,Super fast delivery and superb product.
761,306,664,4,"Pretty decent, does what it is supposed to."
762,17,616,5,Excellent product! Highly recommended.
763,91,200,3,"Works fine, but material feels a bit cheap."
764,332,485,5,"Awesome, will buy again."
765,92,482,3,"Just normal, nothing special."
766,116,287,4,"Good quality, minor issues with packaging."
767,46,117,5,Top notch quality and excellent customer service.
768,2,101,5,Very fast shipping and great quality.
769,334,672,4,"Very good, minor scratches on the outer box but item is intact."
770,294,573,2,Stopped working after a few days.
771,447,218,5,The quality is amazing for the price.
772,103,718,1,Terrible! Do not buy.
773,476,679,3,"Fair quality, could be improved."
774,167,406,5,Very satisfied with this purchase.
775,216,933,5,Excellent product! Highly recommended.
776,447,444,4,"Item arrived on time, works fine."
777,263,342,5,Top notch quality and excellent customer service.
778,319,475,2,"Defective item, had to return it."
779,147,662,4,"Good quality, minor issues with packaging."
780,355,841,4,"Satisfied with the purchase, is as described."
781,359,38,3,"It does the job, but I expected more features."
782,238,169,5,Excellent product! Highly recommended.
783,181,802,5,The quality is amazing for the price.
784,356,29,1,Total waste of money.
785,309,393,4,"Good quality, minor issues with packaging."
786,268,196,5,"Exceeded my expectations, works flawlessly."
787,451,53,5,"Exceeded my expectations, works flawlessly."
788,477,558,5,"Awesome, will buy again."
789,364,686,5,Excellent product! Highly recommended.
790,121,113,5,"Exceeded my expectations, works flawlessly."
791,381,978,5,Top notch quality and excellent customer service.
792,453,462,4,"Quite happy with it, though shipping took a bit longer."
793,57,798,5,"Great value for money, absolutely love it!"
794,130,409,5,Very satisfied with this purchase.
795,367,658,5,Excellent product! Highly recommended.
796,158,180,3,"It does the job, but I expected more features."
797,83,926,5,Super fast delivery and superb product.
798,392,315,5,Very fast shipping and great quality.
799,423,502,3,"It does the job, but I expected more features."
800,380,931,5,"Perfect, exactly as described."
801,254,833,5,The quality is amazing for the price.
802,182,449,5,"Awesome, will buy again."
803,373,579,5,Very fast shipping and great quality.
804,186,680,4,"Good quality, minor issues with packaging."
805,236,273,2,"Not worth the price, unfortunately."
806,67,435,5,Very fast shipping and great quality.
807,143,393,4,"Very good, minor scratches on the outer box but item is intact."
808,295,488,5,"Awesome, will buy again."
809,74,289,4,"Item arrived on time, works fine."
810,166,914,5,"Exceeded my expectations, works flawlessly."
811,193,544,5,The quality is amazing for the price.
812,20,175,5,"Perfect, exactly as described."
813,286,194,3,"Fair quality, could be improved."
814,55,291,2,"Not worth the price, unfortunately."
815,34,863,5,Very fast shipping and great quality.
816,189,940,5,"Great value for money, absolutely love it!"
817,241,295,3,"Fair quality, could be improved."
818,26,700,5,"Great value for money, absolutely love it!"
819,237,746,5,The quality is amazing for the price.
820,303,888,4,"Well made product, very useful."
821,63,863,5,Super fast delivery and superb product.
822,166,180,5,Excellent product! Highly recommended.
823,374,799,4,"Satisfied with the purchase, is as described."
824,301,270,5,Very fast shipping and great quality.
825,466,599,5,"Awesome, will buy again."
826,316,187,5,The quality is amazing for the price.
827,224,148,5,"Perfect, exactly as described."
828,379,492,5,"Great value for money, absolutely love it!"
829,272,602,4,"Good quality, minor issues with packaging."
830,478,713,5,Very fast shipping and great quality.
831,352,745,5,"Perfect, exactly as described."
832,89,456,4,"Good quality, minor issues with packaging."
833,254,470,5,Top notch quality and excellent customer service.
834,389,587,3,"Average product, matches the price."
835,225,389,3,"Not bad, but not great either. Just average."
836,428,487,4,"Item arrived on time, works fine."
837,427,139,5,"Awesome, will buy again."
838,3,729,2,"Poor quality, would not recommend."
839,423,39,5,Very fast shipping and great quality.
840,116,464,5,The quality is amazing for the price.
841,491,329,5,Top notch quality and excellent customer service.
842,220,739,4,"Quite happy with it, though shipping took a bit longer."
843,358,812,3,Decent but could be better.
844,458,263,5,"Exceeded my expectations, works flawlessly."
845,300,71,5,"Perfect, exactly as described."
846,360,634,5,Very satisfied with this purchase.
847,51,407,5,Very satisfied with this purchase.
848,84,492,5,The quality is amazing for the price.
849,174,700,5,Very satisfied with this purchase.
850,469,572,5,"Perfect, exactly as described."
851,347,634,4,"Quite happy with it, though shipping took a bit longer."
852,54,89,3,"Just normal, nothing special."
853,275,307,5,The quality is amazing for the price.
854,385,96,5,"Perfect, exactly as described."
855,57,983,4,"Pretty decent, does what it is supposed to."
856,388,739,5,Super fast delivery and superb product.
857,403,408,5,"Awesome, will buy again."
858,468,409,4,"Good quality, minor issues with packaging."
859,366,387,5,Excellent product! Highly recommended.
860,263,265,3,"Fair quality, could be improved."
861,361,193,5,"Exceeded my expectations, works flawlessly."
862,111,366,4,"Overall good, would recommend."
863,476,664,5,Very fast shipping and great quality.
864,194,73,5,"Awesome, will buy again."
865,7,947,5,Excellent product! Highly recommended.
866,270,711,5,The quality is amazing for the price.
867,242,244,5,Excellent product! Highly recommended.
868,230,817,1,Terrible! Do not buy.
869,404,513,4,"Item arrived on time, works fine."
870,441,282,5,Super fast delivery and superb product.
871,119,899,5,"Exceeded my expectations, works flawlessly."
872,493,337,5,Very fast shipping and great quality.
873,132,699,5,Super fast delivery and superb product.
874,471,195,4,"Very good, minor scratches on the outer box but item is intact."
875,54,822,4,"Overall good, would recommend."
876,336,870,5,"Perfect, exactly as described."
877,78,841,4,"Item arrived on time, works fine."
878,497,195,4,"Good quality, minor issues with packaging."
879,247,631,5,"Exceeded my expectations, works flawlessly."
880,456,913,5,"Awesome, will buy again."
881,178,586,2,"Disappointed with the quality, very flimsy."
882,221,992,4,"Nice product, works well."
883,229,465,5,"Perfect, exactly as described."
884,92,559,5,Very fast shipping and great quality.
885,6,710,4,"Pretty decent, does what it is supposed to."
886,500,539,4,"Nice product, works well."
887,167,536,5,"Awesome, will buy again."
888,125,211,5,The quality is amazing for the price.
889,18,12,4,"Satisfied with the purchase, is as described."
890,441,920,5,Top notch quality and excellent customer service.
891,265,794,4,"Item arrived on time, works fine."
892,210,7,5,"Awesome, will buy again."
893,500,888,4,"Satisfied with the purchase, is as described."
894,489,647,5,Very satisfied with this purchase.
895,315,744,4,"Pretty decent, does what it is supposed to."
896,238,320,5,"Perfect, exactly as described."
897,211,988,4,"Value for money, good product."
898,153,720,4,"Quite happy with it, though shipping took a bit longer."
899,478,517,4,"Good quality, minor issues with packaging."
900,44,384,4,"Item arrived on time, works fine."
901,260,33,5,Top notch quality and excellent customer service.
902,315,795,5,Very satisfied with this purchase.
903,355,465,4,"Good quality, minor issues with packaging."
904,375,837,3,"Satisfactory, but wouldn't buy it again."
905,442,722,5,"Exceeded my expectations, works flawlessly."
906,433,254,4,"Nice product, works well."
907,462,43,5,"Perfect, exactly as described."
908,160,535,5,"Perfect, exactly as described."
909,71,637,5,Top notch quality and excellent customer service.
910,22,880,4,"Very good, minor scratches on the outer box but item is intact."
911,307,513,5,Super fast delivery and superb product.
912,317,288,5,Very fast shipping and great quality.
913,71,303,5,Top notch quality and excellent customer service.
914,438,971,3,Decent but could be better.
915,171,92,5,Very satisfied with this purchase.
916,220,373,4,"Well made product, very useful."
917,178,763,4,"Satisfied with the purchase, is as described."
918,493,376,5,Very satisfied with this purchase.
919,247,812,2,"Defective item, had to return it."
920,100,778,5,Very satisfied with this purchase.
921,360,494,1,"Received damaged product, very upset."
922,257,291,4,"Nice product, works well."
923,330,309,4,"Very good, minor scratches on the outer box but item is intact."
924,332,297,5,Very fast shipping and great quality.
925,392,122,4,"Satisfied with the purchase, is as described."
926,298,574,5,"Awesome, will buy again."
927,82,277,5,"Great value for money, absolutely love it!"
928,466,187,5,Very satisfied with this purchase.
929,190,181,5,Super fast delivery and superb product.
930,164,898,3,"Satisfactory, but wouldn't buy it again."
931,343,491,3,"Fair quality, could be improved."
932,394,248,1,"Horrible experience, completely broken."
933,61,157,2,"Bad customer service, item had defects."
934,492,137,5,The quality is amazing for the price.
935,232,269,5,Very fast shipping and great quality.
936,313,586,5,Super fast delivery and superb product.
937,153,154,4,"Overall good, would recommend."
938,278,735,5,Very satisfied with this purchase.
939,440,54,3,Decent but could be better.
940,301,399,5,Excellent product! Highly recommended.
941,7,391,1,SCAM! DO NOT BUY!
942,443,759,2,"Poor quality, would not recommend."
943,254,786,2,"Poor quality, would not recommend."
944,284,148,5,Excellent product! Highly recommended.
945,234,422,4,"Well made product, very useful."
946,323,154,4,"Good quality, minor issues with packaging."
947,1,287,5,Very fast shipping and great quality.
948,117,814,2,"Disappointed, not as expected."
949,223,463,4,"Nice product, works well."
950,111,515,3,"Satisfactory, but wouldn't buy it again."
951,74,713,5,Super fast delivery and superb product.
952,362,330,4,"Pretty decent, does what it is supposed to."
953,372,349,5,"Exceeded my expectations, works flawlessly."
954,386,55,5,Very satisfied with this purchase.
955,355,441,5,Very satisfied with this purchase.
956,244,716,3,"Average product, matches the price."
957,206,156,3,"Mediocre quality, but acceptable."
958,29,673,5,"Perfect, exactly as described."
959,401,131,5,Super fast delivery and superb product.
960,37,454,5,Top notch quality and excellent customer service.
961,118,994,2,"Disappointed with the quality, very flimsy."
962,181,274,4,"Overall good, would recommend."
963,279,19,4,"Very good, minor scratches on the outer box but item is intact."
964,8,623,5,Very fast shipping and great quality.
965,185,50,5,Excellent product! Highly recommended.
966,192,206,4,"Nice product, works well."
967,186,427,4,"Very good, minor scratches on the outer box but item is intact."
968,304,811,1,"Extremely poor quality, broke immediately."
969,432,887,5,"Perfect, exactly as described."
970,164,690,5,"Awesome, will buy again."
971,393,708,5,Very fast shipping and great quality.
972,62,275,4,"Well made product, very useful."
973,283,251,4,"Item arrived on time, works fine."
974,493,450,4,"Item arrived on time, works fine."
975,410,846,5,"Awesome, will buy again."
976,160,258,5,"Exceeded my expectations, works flawlessly."
977,251,483,5,The quality is amazing for the price.
978,81,977,1,Terrible! Do not buy.
979,132,469,5,The quality is amazing for the price.
980,241,95,3,"Not bad, but not great either. Just average."
981,39,910,3,"It does the job, but I expected more features."
982,74,360,1,"Horrible experience, completely broken."
983,175,793,5,Super fast delivery and superb product.
984,474,305,5,Top notch quality and excellent customer service.
985,180,170,5,The quality is amazing for the price.
986,60,407,5,Super fast delivery and superb product.
987,361,402,3,"Not bad, but not great either. Just average."
988,304,396,5,"Great value for money, absolutely love it!"
989,284,362,5,"Great value for money, absolutely love it!"
990,250,474,5,"Perfect, exactly as described."
991,367,614,5,Top notch quality and excellent customer service.
992,267,307,5,"Exceeded my expectations, works flawlessly."
993,25,816,5,Very satisfied with this purchase.
994,388,284,3,"Mediocre quality, but acceptable."
995,417,832,1,"Extremely poor quality, broke immediately."
996,258,655,4,"Good quality, minor issues with packaging."
997,343,107,4,"Well made product, very useful."
998,231,671,5,"Exceeded my expectations, works flawlessly."
999,300,199,5,Very fast shipping and great quality.
1000,402,213,4,"Item arrived on time, works fine."
1001,29,445,2,"Disappointed with the quality, very flimsy."
1002,436,244,4,"Satisfied with the purchase, is as described."
1003,358,976,4,"Nice product, works well."
1004,81,84,3,"Not bad, but not great either. Just average."
1005,366,380,4,"Overall good, would recommend."
1006,254,967,5,"Awesome, will buy again."
1007,71,785,2,"Disappointed with the quality, very flimsy."
1008,270,44,5,"Awesome, will buy again."
1009,106,970,4,"Item arrived on time, works fine."
1010,311,914,5,Very fast shipping and great quality.
1011,254,226,4,"Value for money, good product."
1012,238,187,5,The quality is amazing for the price.
1013,264,315,4,"Satisfied with the purchase, is as described."
1014,91,443,5,Very fast shipping and great quality.
1015,179,617,5,Very fast shipping and great quality.
1016,241,298,4,"Value for money, good product."
1017,274,466,5,"Awesome, will buy again."
1018,57,40,5,Top notch quality and excellent customer service.
1019,249,602,5,"Perfect, exactly as described."
1020,294,221,5,"Awesome, will buy again."
1021,284,176,5,Excellent product! Highly recommended.
1022,458,551,3,"Works fine, but material feels a bit cheap."
1023,253,202,4,"Pretty decent, does what it is supposed to."
1024,233,816,4,"Item arrived on time, works fine."
1025,408,506,2,"Disappointed with the quality, very flimsy."
1026,142,291,4,"Very good, minor scratches on the outer box but item is intact."
1027,329,319,3,"Average product, matches the price."
1028,44,181,1,Total waste of money.
1029,168,661,5,Very satisfied with this purchase.
1030,62,849,5,"Exceeded my expectations, works flawlessly."
1031,379,221,5,"Great value for money, absolutely love it!"
1032,238,387,2,"Defective item, had to return it."
1033,210,433,1,"Extremely poor quality, broke immediately."
1034,157,569,3,"Not bad, but not great either. Just average."
1035,5,846,4,"Very good, minor scratches on the outer box but item is intact."
1036,108,89,2,Does not work as described in the manual.
1037,408,335,2,"Disappointed with the quality, very flimsy."
1038,176,569,3,"It does the job, but I expected more features."
1039,46,734,2,"Not worth the price, unfortunately."
1040,365,280,5,Very satisfied with this purchase.
1041,326,120,4,"Pretty decent, does what it is supposed to."
1042,214,924,2,Stopped working after a few days.
1043,436,395,3,"Mediocre quality, but acceptable."
1044,389,832,5,"Awesome, will buy again."
1045,117,323,5,The quality is amazing for the price.
1046,156,792,5,"Great value for money, absolutely love it!"
1047,369,29,4,"Overall good, would recommend."
1048,350,857,5,Very satisfied with this purchase.
1049,471,386,4,"Pretty decent, does what it is supposed to."
1050,18,206,4,"Nice product, works well."
1051,393,928,5,Very fast shipping and great quality.
1052,300,411,5,Very fast shipping and great quality.
1053,78,353,4,"Good quality, minor issues with packaging."
1054,443,251,5,Very satisfied with this purchase.
1055,366,531,5,Top notch quality and excellent customer service.
1056,362,504,5,"Awesome, will buy again."
1057,451,268,4,"Quite happy with it, though shipping took a bit longer."
1058,39,636,4,"Nice product, works well."
1059,66,419,5,Very satisfied with this purchase.
1060,450,565,1,"Very unhappy, zero stars if I could."
1061,490,908,5,Very satisfied with this purchase.
1062,343,582,5,Top notch quality and excellent customer service.
1063,210,288,4,"Quite happy with it, though shipping took a bit longer."
1064,277,25,5,"Perfect, exactly as described."
1065,32,533,4,"Good quality, minor issues with packaging."
1066,421,444,1,Total waste of money.
1067,168,555,5,Very satisfied with this purchase.
1068,245,829,5,Very fast shipping and great quality.
1069,369,359,4,"Very good, minor scratches on the outer box but item is intact."
1070,30,475,4,"Overall good, would recommend."
1071,38,739,3,"Mediocre quality, but acceptable."
1072,245,538,5,"Exceeded my expectations, works flawlessly."
1073,217,495,5,"Exceeded my expectations, works flawlessly."
1074,330,433,4,"Value for money, good product."
1075,314,931,5,Very satisfied with this purchase.
1076,246,24,5,Very fast shipping and great quality.
1077,134,241,3,"Fair quality, could be improved."
1078,19,531,4,"Pretty decent, does what it is supposed to."
1079,458,313,5,Top notch quality and excellent customer service.
1080,93,387,5,Super fast delivery and superb product.
1081,195,612,5,"Great value for money, absolutely love it!"
1082,294,148,5,The quality is amazing for the price.
1083,415,733,4,"Pretty decent, does what it is supposed to."
1084,48,217,5,Very satisfied with this purchase.
1085,432,522,5,"Great value for money, absolutely love it!"
1086,6,721,5,Top notch quality and excellent customer service.
1087,387,196,1,"Absolute garbage, doesn't work at all."
1088,355,319,3,"Just normal, nothing special."
1089,194,146,4,"Nice product, works well."
1090,155,498,4,"Very good, minor scratches on the outer box but item is intact."
1091,266,872,3,"Not bad, but not great either. Just average."
1092,435,283,5,The quality is amazing for the price.
1093,31,363,4,"Good quality, minor issues with packaging."
1094,200,212,3,"Satisfactory, but wouldn't buy it again."
1095,182,574,5,Very satisfied with this purchase.
1096,106,267,5,Very satisfied with this purchase.
1097,162,351,5,Super fast delivery and superb product.
1098,17,10,3,"Not bad, but not great either. Just average."
1099,277,386,5,"Perfect, exactly as described."
1100,126,315,5,Super fast delivery and superb product.
1101,478,73,2,Stopped working after a few days.
1102,256,315,4,"Overall good, would recommend."
1103,200,107,4,"Satisfied with the purchase, is as described."
1104,27,116,5,"Great value for money, absolutely love it!"
1105,57,861,5,The quality is amazing for the price.
1106,123,525,5,Excellent product! Highly recommended.
1107,481,342,5,Super fast delivery and superb product.
1108,353,144,5,Very satisfied with this purchase.
1109,92,178,5,"Great value for money, absolutely love it!"
1110,427,440,4,"Item arrived on time, works fine."
1111,122,217,3,"Satisfactory, but wouldn't buy it again."
1112,43,451,5,"Awesome, will buy again."
1113,197,550,5,Top notch quality and excellent customer service.
1114,459,414,5,Very fast shipping and great quality.
1115,181,31,3,"It does the job, but I expected more features."
1116,475,668,5,Excellent product! Highly recommended.
1117,496,702,3,"Satisfactory, but wouldn't buy it again."
1118,296,231,2,"Disappointed, not as expected."
1119,119,819,1,"Absolute garbage, doesn't work at all."
1120,311,42,4,"Very good, minor scratches on the outer box but item is intact."
1121,284,80,4,"Satisfied with the purchase, is as described."
1122,77,977,5,"Great value for money, absolutely love it!"
1123,472,698,4,"Good quality, minor issues with packaging."
1124,485,411,5,"Great value for money, absolutely love it!"
1125,23,967,4,"Overall good, would recommend."
1126,472,118,3,"Average product, matches the price."
1127,258,449,5,"Exceeded my expectations, works flawlessly."
1128,158,774,2,Does not work as described in the manual.
1129,126,914,1,"Horrible experience, completely broken."
1130,329,862,5,"Exceeded my expectations, works flawlessly."
1131,418,584,5,The quality is amazing for the price.
1132,192,368,5,The quality is amazing for the price.
1133,426,321,5,The quality is amazing for the price.
1134,367,356,5,Very fast shipping and great quality.
1135,288,825,3,"Just normal, nothing special."
1136,402,988,5,Super fast delivery and superb product.
1137,222,524,5,Very fast shipping and great quality.
1138,176,677,4,"Quite happy with it, though shipping took a bit longer."
1139,23,561,3,"Average product, matches the price."
1140,334,620,5,Very fast shipping and great quality.
1141,370,34,4,"Quite happy with it, though shipping took a bit longer."
1142,392,707,4,"Quite happy with it, though shipping took a bit longer."
1143,400,329,5,"Exceeded my expectations, works flawlessly."
1144,415,429,4,"Very good, minor scratches on the outer box but item is intact."
1145,495,547,5,"Exceeded my expectations, works flawlessly."
1146,262,353,5,Very satisfied with this purchase.
1147,133,105,5,Top notch quality and excellent customer service.
1148,261,408,5,Excellent product! Highly recommended.
1149,465,291,5,"Awesome, will buy again."
1150,324,72,5,The quality is amazing for the price.
1151,331,154,5,Very fast shipping and great quality.
1152,410,860,5,The quality is amazing for the price.
1153,62,882,5,Very fast shipping and great quality.
1154,314,823,4,"Satisfied with the purchase, is as described."
1155,116,567,5,Super fast delivery and superb product.
1156,126,504,5,Excellent product! Highly recommended.
1157,296,292,1,Item was missing parts and broken.
1158,299,15,5,Super fast delivery and superb product.
1159,399,334,5,"Perfect, exactly as described."
1160,171,597,5,"Perfect, exactly as described."
1161,122,610,5,"Perfect, exactly as described."
1162,424,229,4,"Good quality, minor issues with packaging."
1163,201,888,4,"Satisfied with the purchase, is as described."
1164,187,72,5,Very fast shipping and great quality.
1165,437,763,4,"Nice product, works well."
1166,325,713,5,"Awesome, will buy again."
1167,429,402,5,The quality is amazing for the price.
1168,231,453,5,Top notch quality and excellent customer service.
1169,126,274,5,"Perfect, exactly as described."
1170,417,925,4,"Overall good, would recommend."
1171,226,431,5,Excellent product! Highly recommended.
1172,41,472,4,"Pretty decent, does what it is supposed to."
1173,248,805,5,Very fast shipping and great quality.
1174,238,216,1,"Absolute garbage, doesn't work at all."
1175,305,557,5,Very fast shipping and great quality.
1176,334,758,5,"Awesome, will buy again."
1177,295,815,5,Top notch quality and excellent customer service.
1178,255,617,4,"Satisfied with the purchase, is as described."
1179,101,312,5,Excellent product! Highly recommended.
1180,346,825,4,"Value for money, good product."
1181,408,474,5,Top notch quality and excellent customer service.
1182,18,519,2,"Bad customer service, item had defects."
1183,378,638,3,"Average product, matches the price."
1184,393,681,3,"Works fine, but material feels a bit cheap."
1185,432,589,1,Total waste of money.
1186,142,965,3,"Fair quality, could be improved."
1187,310,800,5,"Exceeded my expectations, works flawlessly."
1188,128,679,1,SCAM! DO NOT BUY!
1189,68,989,5,"Awesome, will buy again."
1190,329,813,2,"Not worth the price, unfortunately."
1191,488,98,1,Worst purchase I have ever made.
1192,272,884,5,Very fast shipping and great quality.
1193,339,195,3,Decent but could be better.
1194,335,898,5,"Perfect, exactly as described."
1195,312,942,4,"Overall good, would recommend."
1196,295,726,5,Very satisfied with this purchase.
1197,36,978,4,"Nice product, works well."
1198,432,344,4,"Very good, minor scratches on the outer box but item is intact."
1199,88,235,2,"Disappointed, not as expected."
1200,477,35,5,Excellent product! Highly recommended.
1201,335,971,4,"Overall good, would recommend."
1202,252,288,5,"Perfect, exactly as described."
1203,288,581,1,"Extremely poor quality, broke immediately."
1204,310,743,5,"Exceeded my expectations, works flawlessly."
1205,143,910,5,"Exceeded my expectations, works flawlessly."
1206,313,27,5,Very satisfied with this purchase.
1207,164,609,3,"Fair quality, could be improved."
1208,135,801,4,"Item arrived on time, works fine."
1209,346,110,5,Top notch quality and excellent customer service.
1210,289,369,5,The quality is amazing for the price.
1211,247,367,4,"Satisfied with the purchase, is as described."
1212,158,163,5,Excellent product! Highly recommended.
1213,271,74,5,"Great value for money, absolutely love it!"
1214,246,618,5,The quality is amazing for the price.
1215,401,868,1,SCAM! DO NOT BUY!
1216,183,430,5,Very satisfied with this purchase.
1217,362,268,2,"Disappointed with the quality, very flimsy."
1218,32,226,2,"Disappointed with the quality, very flimsy."
1219,238,923,5,Top notch quality and excellent customer service.
1220,29,436,5,The quality is amazing for the price.
1221,370,935,5,"Perfect, exactly as described."
1222,298,50,4,"Well made product, very useful."
1223,206,591,2,"Disappointed, not as expected."
1224,342,31,4,"Pretty decent, does what it is supposed to."
1225,305,121,1,"Extremely poor quality, broke immediately."
1226,225,466,4,"Item arrived on time, works fine."
1227,261,215,4,"Good quality, minor issues with packaging."
1228,472,288,4,"Overall good, would recommend."
1229,369,19,5,Excellent product! Highly recommended.
1230,294,604,3,"Mediocre quality, but acceptable."
1231,456,694,3,"Satisfactory, but wouldn't buy it again."
1232,124,867,4,"Nice product, works well."
